year,homeTeam,awayTeam,homeGoals,awayGoals,result,homeWinProb,drawProb,awayWinProb,outcomeProb
2014,Liverpool,Norwich,5,1,H,0.7561,0.1626,0.0813,0.7561
2014,Liverpool,West Ham,4,1,H,0.7561,0.1626,0.0813,0.7561
2014,Arsenal,Newcastle,3,0,H,0.7561,0.1626,0.0813,0.7561
2014,Man City,Swansea,3,0,H,0.7609,0.1636,0.0755,0.7609
2014,Arsenal,Cardiff,2,0,H,0.7609,0.1636,0.0755,0.7609
2014,Chelsea,Stoke,3,0,H,0.7609,0.1636,0.0755,0.7609
2014,Arsenal,West Brom,1,0,H,0.7609,0.1636,0.0755,0.7609
2014,Chelsea,Newcastle,3,0,H,0.7792,0.1558,0.0649,0.7792
2014,Man City,West Brom,3,1,H,0.7809,0.1339,0.0852,0.7809
2014,Chelsea,Cardiff,4,1,H,0.7839,0.1508,0.0653,0.7839
2014,Liverpool,Fulham,4,0,H,0.7839,0.1508,0.0653,0.7839
2014,Man United,Cardiff,2,0,H,0.7839,0.1508,0.0653,0.7839
2014,Liverpool,Newcastle,2,1,H,0.7959,0.1295,0.0747,0.7959
2014,Arsenal,Fulham,2,0,H,0.7964,0.1388,0.0648,0.7964
2014,Man United,Crystal Palace,2,0,H,0.7997,0.1394,0.061,0.7997
2014,Arsenal,Crystal Palace,2,0,H,0.7997,0.1394,0.061,0.7997
2014,Liverpool,Cardiff,3,1,H,0.8097,0.1296,0.0607,0.8097
2014,Liverpool,Crystal Palace,3,1,H,0.8126,0.13,0.0574,0.8126
2014,Arsenal,Hull,2,0,H,0.8126,0.13,0.0574,0.8126
2014,Chelsea,Hull,2,0,H,0.814,0.1395,0.0465,0.814
2014,Man City,Norwich,7,0,H,0.8152,0.1304,0.0543,0.8152
2014,Chelsea,Crystal Palace,2,1,H,0.8267,0.1219,0.0513,0.8267
2014,Man City,Stoke,1,0,H,0.8267,0.1219,0.0513,0.8267
2014,Man City,Hull,2,0,H,0.8339,0.1148,0.0513,0.8339
2014,Man City,Fulham,5,0,H,0.8342,0.1084,0.0574,0.8342
2014,Man City,West Ham,2,0,H,0.8342,0.1084,0.0574,0.8342
2014,Liverpool,Sunderland,2,1,H,0.8392,0.1091,0.0517,0.8392
2014,Man City,Aston Villa,4,0,H,0.8516,0.1022,0.0462,0.8516
2014,Man City,Crystal Palace,1,0,H,0.8636,0.1027,0.0337,0.8636
2014,Man City,Cardiff,4,2,H,0.8682,0.0892,0.0427,0.8682
2013,Arsenal,Sunderland,0,0,D,0.6776,0.2108,0.1116,0.2108
2013,Fulham,Norwich,5,0,H,0.5263,0.2632,0.2105,0.5263
2013,Newcastle,Tottenham,2,1,H,0.3782,0.2781,0.3438,0.3782
2013,QPR,Swansea,0,5,A,0.4729,0.2782,0.2489,0.2489
2013,Reading,Stoke,1,1,D,0.4,0.2929,0.3071,0.2929
2013,West Brom,Liverpool,3,0,H,0.2273,0.2728,0.4999,0.2273
2013,West Ham,Aston Villa,1,0,H,0.4322,0.2881,0.2797,0.4322
2013,Man City,Southampton,3,2,H,0.8091,0.1352,0.0557,0.8091
2013,Wigan,Chelsea,0,2,A,0.1586,0.2538,0.5875,0.5875
2013,Everton,Man United,1,0,H,0.2189,0.2633,0.5179,0.2189
2013,Chelsea,Reading,4,2,H,0.7556,0.1717,0.0727,0.7556
2013,Aston Villa,Everton,1,3,A,0.3267,0.2786,0.3947,0.3947
2013,Chelsea,Newcastle,2,0,H,0.634,0.2196,0.1463,0.634
2013,Man United,Fulham,3,2,H,0.7397,0.1735,0.0868,0.7397
2013,Norwich,QPR,1,1,D,0.4229,0.2798,0.2973,0.2798
2013,Southampton,Wigan,0,2,A,0.4509,0.2785,0.2706,0.2706
2013,Swansea,West Ham,3,0,H,0.4505,0.2867,0.2628,0.4505
2013,Tottenham,West Brom,1,1,D,0.634,0.2196,0.1463,0.2196
2013,Liverpool,Man City,2,2,D,0.3068,0.2797,0.4135,0.2797
2013,Stoke,Arsenal,0,0,D,0.2706,0.2785,0.4509,0.2785
2013,Man City,QPR,3,1,H,0.8018,0.1352,0.0631,0.8018
2013,Swansea,Sunderland,2,2,D,0.4322,0.2881,0.2797,0.2881
2013,Tottenham,Norwich,1,1,D,0.6983,0.1899,0.1117,0.1899
2013,West Brom,Everton,2,0,H,0.3155,0.2868,0.3977,0.3155
2013,West Ham,Fulham,3,0,H,0.3792,0.2917,0.3291,0.3792
2013,Wigan,Stoke,2,2,D,0.4212,0.2916,0.2872,0.2916
2013,Liverpool,Arsenal,0,2,A,0.4751,0.2715,0.2534,0.2534
2013,Newcastle,Aston Villa,1,1,D,0.5875,0.2538,0.1586,0.2538
2013,Southampton,Man United,2,3,A,0.1575,0.225,0.6176,0.6176
2013,Arsenal,Southampton,6,1,H,0.6983,0.1899,0.1117,0.6983
2013,Aston Villa,Swansea,2,0,H,0.4,0.2929,0.3071,0.4
2013,Fulham,West Brom,3,0,H,0.4509,0.2785,0.2706,0.4509
2013,Man United,Wigan,4,0,H,0.7619,0.1587,0.0794,0.7619
2013,Norwich,West Ham,0,0,D,0.4011,0.2807,0.3182,0.2807
2013,QPR,Chelsea,0,0,D,0.2108,0.271,0.5183,0.271
2013,Stoke,Man City,1,1,D,0.1894,0.2631,0.5475,0.2631
2013,Sunderland,Liverpool,1,1,D,0.2797,0.2881,0.4322,0.2881
2013,Reading,Tottenham,1,3,A,0.2534,0.2715,0.4751,0.4751
2013,Everton,Newcastle,2,2,D,0.5475,0.2631,0.1894,0.2631
2013,Chelsea,Stoke,1,0,H,0.6957,0.1992,0.1051,0.6957
2013,Southampton,Aston Villa,4,1,H,0.3957,0.2878,0.3165,0.3957
2013,Swansea,Everton,0,3,A,0.3165,0.2878,0.3957,0.3957
2013,West Brom,Reading,1,0,H,0.5478,0.2527,0.1995,0.5478
2013,West Ham,Sunderland,1,1,D,0.4505,0.2867,0.2628,0.2867
2013,Wigan,Fulham,1,2,A,0.3957,0.2878,0.3165,0.3165
2013,Liverpool,Man United,1,2,A,0.3515,0.2876,0.3609,0.3609
2013,Man City,Arsenal,1,1,D,0.5392,0.2621,0.1987,0.2621
2013,Newcastle,Norwich,1,0,H,0.5263,0.2632,0.2105,0.5263
2013,Tottenham,QPR,2,1,H,0.6559,0.2181,0.1259,0.6559
2013,Arsenal,Chelsea,1,2,A,0.4509,0.2785,0.2706,0.2706
2013,Everton,Southampton,3,1,H,0.6804,0.2005,0.1191,0.6804
2013,Fulham,Man City,1,2,A,0.2189,0.2633,0.5179,0.5179
2013,Man United,Tottenham,2,3,A,0.6045,0.2373,0.1582,0.1582
2013,Norwich,Liverpool,2,5,A,0.1995,0.2527,0.5478,0.5478
2013,Reading,Newcastle,2,2,D,0.3306,0.2885,0.3809,0.2885
2013,Stoke,Swansea,2,0,H,0.4959,0.2786,0.2255,0.4959
2013,Sunderland,Wigan,1,0,H,0.4729,0.2782,0.2489,0.4729
2013,Aston Villa,West Brom,1,1,D,0.3957,0.2878,0.3165,0.2878
2013,QPR,West Ham,1,2,A,0.4652,0.2805,0.2543,0.2543
2013,Chelsea,Norwich,4,1,H,0.7756,0.1456,0.0789,0.7756
2013,Man City,Sunderland,3,0,H,0.7397,0.1735,0.0868,0.7397
2013,Swansea,Reading,2,2,D,0.498,0.2642,0.2378,0.2642
2013,West Brom,QPR,3,2,H,0.5198,0.2537,0.2265,0.5198
2013,West Ham,Arsenal,1,3,A,0.2378,0.2642,0.498,0.498
2013,Wigan,Everton,2,2,D,0.2255,0.2786,0.4959,0.2786
2013,Liverpool,Stoke,0,0,D,0.6559,0.2181,0.1259,0.2181
2013,Newcastle,Man United,0,3,A,0.2265,0.2537,0.5198,0.5198
2013,Southampton,Fulham,2,2,D,0.3459,0.2882,0.3659,0.2882
2013,Tottenham,Aston Villa,2,0,H,0.6559,0.2181,0.1259,0.6559
2013,Fulham,Aston Villa,1,0,H,0.5263,0.2632,0.2105,0.5263
2013,Liverpool,Reading,1,0,H,0.7148,0.1901,0.0951,0.7148
2013,Man United,Stoke,4,2,H,0.7397,0.1735,0.0868,0.7397
2013,Norwich,Arsenal,1,0,H,0.1575,0.225,0.6176,0.1575
2013,Swansea,Wigan,2,1,H,0.4509,0.2785,0.2706,0.4509
2013,Tottenham,Chelsea,2,4,A,0.3782,0.2781,0.3438,0.3438
2013,West Brom,Man City,1,2,A,0.1896,0.2528,0.5576,0.5576
2013,West Ham,Southampton,4,1,H,0.5198,0.2537,0.2265,0.5198
2013,QPR,Everton,1,1,D,0.2913,0.2784,0.4303,0.2784
2013,Sunderland,Newcastle,1,1,D,0.3809,0.2885,0.3306,0.2885
2013,Arsenal,QPR,1,0,H,0.6983,0.1899,0.1117,0.6983
2013,Aston Villa,Norwich,1,1,D,0.4751,0.2715,0.2534,0.2715
2013,Man City,Swansea,1,0,H,0.7784,0.1583,0.0633,0.7784
2013,Reading,Fulham,3,3,D,0.3438,0.2781,0.3782,0.2781
2013,Stoke,Sunderland,0,0,D,0.4866,0.2875,0.2259,0.2875
2013,Wigan,West Ham,2,1,H,0.4229,0.2798,0.2973,0.4229
2013,Chelsea,Man United,2,3,A,0.3947,0.2786,0.3267,0.3267
2013,Everton,Liverpool,2,2,D,0.3659,0.2882,0.3459,0.2882
2013,Newcastle,West Brom,2,1,H,0.4751,0.2715,0.2534,0.4751
2013,Southampton,Tottenham,1,2,A,0.2265,0.2537,0.5198,0.5198
2013,Fulham,Everton,2,2,D,0.3438,0.2781,0.3782,0.2781
2013,Man United,Arsenal,2,1,H,0.5595,0.2503,0.1902,0.5595
2013,Norwich,Stoke,1,0,H,0.3659,0.2882,0.3459,0.3659
2013,Sunderland,Aston Villa,0,1,A,0.4505,0.2867,0.2628,0.2628
2013,Swansea,Chelsea,1,1,D,0.2105,0.2632,0.5263,0.2632
2013,Tottenham,Wigan,0,1,A,0.634,0.2196,0.1463,0.1463
2013,West Ham,Man City,0,0,D,0.1902,0.2503,0.5595,0.2503
2013,Liverpool,Newcastle,1,1,D,0.6045,0.2373,0.1582,0.2373
2013,QPR,Reading,1,1,D,0.5263,0.2632,0.2105,0.2632
2013,West Brom,Southampton,2,0,H,0.5478,0.2527,0.1995,0.5478
2013,Arsenal,Fulham,3,3,D,0.6176,0.225,0.1575,0.225
2013,Aston Villa,Man United,2,3,A,0.1348,0.2097,0.6554,0.6554
2013,Everton,Sunderland,2,1,H,0.6567,0.2251,0.1182,0.6567
2013,Reading,Norwich,0,0,D,0.4229,0.2798,0.2973,0.2798
2013,Southampton,Swansea,1,1,D,0.399,0.2713,0.3297,0.2713
2013,Stoke,QPR,1,0,H,0.4959,0.2786,0.2255,0.4959
2013,Wigan,West Brom,1,2,A,0.4135,0.2797,0.3068,0.3068
2013,Chelsea,Liverpool,1,1,D,0.4891,0.2725,0.2384,0.2725
2013,Man City,Tottenham,2,1,H,0.6045,0.2373,0.1582,0.6045
2013,Newcastle,West Ham,0,1,A,0.4867,0.2636,0.2497,0.2497
2013,Arsenal,Tottenham,5,2,H,0.497,0.2532,0.2498,0.497
2013,Liverpool,Wigan,3,0,H,0.6559,0.2181,0.1259,0.6559
2013,Man City,Aston Villa,5,0,H,0.7908,0.146,0.0633,0.7908
2013,Newcastle,Swansea,1,2,A,0.498,0.2642,0.2378,0.2378
2013,Norwich,Man United,1,0,H,0.1348,0.2097,0.6554,0.1348
2013,QPR,Southampton,1,3,A,0.498,0.2642,0.2378,0.2378
2013,Reading,Everton,2,1,H,0.2189,0.2633,0.5179,0.2189
2013,West Brom,Chelsea,2,1,H,0.2534,0.2715,0.4751,0.2534
2013,Fulham,Sunderland,1,3,A,0.5671,0.2525,0.1804,0.1804
2013,West Ham,Stoke,1,1,D,0.4729,0.2782,0.2489,0.2782
2013,Aston Villa,Arsenal,0,0,D,0.1995,0.2527,0.5478,0.2527
2013,Everton,Norwich,1,1,D,0.6559,0.2181,0.1259,0.2181
2013,Man United,QPR,3,1,H,0.8104,0.1264,0.0632,0.8104
2013,Stoke,Fulham,1,0,H,0.4322,0.2881,0.2797,0.4322
2013,Sunderland,West Brom,2,4,A,0.3809,0.2885,0.3306,0.3306
2013,Wigan,Reading,3,2,H,0.5179,0.2633,0.2189,0.5179
2013,Chelsea,Man City,0,0,D,0.3788,0.2705,0.3507,0.2705
2013,Southampton,Newcastle,2,0,H,0.4126,0.2711,0.3163,0.4126
2013,Swansea,Liverpool,0,0,D,0.2785,0.2706,0.4509,0.2706
2013,Tottenham,West Ham,3,1,H,0.5718,0.2546,0.1736,0.5718
2013,Aston Villa,Reading,1,0,H,0.4852,0.2783,0.2365,0.4852
2013,Sunderland,QPR,0,0,D,0.4212,0.2916,0.2872,0.2916
2013,Chelsea,Fulham,0,0,D,0.6554,0.2097,0.1348,0.2097
2013,Everton,Arsenal,1,1,D,0.3782,0.2781,0.3438,0.2781
2013,Man United,West Ham,1,0,H,0.7756,0.1456,0.0789,0.7756
2013,Southampton,Norwich,1,1,D,0.4729,0.2782,0.2489,0.2782
2013,Stoke,Newcastle,2,1,H,0.4959,0.2786,0.2255,0.4959
2013,Swansea,West Brom,3,1,H,0.4135,0.2797,0.3068,0.4135
2013,Tottenham,Liverpool,2,1,H,0.3938,0.278,0.3282,0.3938
2013,Wigan,Man City,0,2,A,0.1575,0.225,0.6176,0.6176
2013,Arsenal,Swansea,0,2,A,0.6554,0.2097,0.1348,0.1348
2013,Fulham,Tottenham,0,3,A,0.3306,0.2885,0.3809,0.3809
2013,Liverpool,Southampton,1,0,H,0.6776,0.2108,0.1116,0.6776
2013,Man City,Everton,1,1,D,0.6292,0.236,0.1348,0.236
2013,QPR,Aston Villa,1,1,D,0.4891,0.2725,0.2384,0.2725
2013,Reading,Man United,3,4,A,0.126,0.199,0.675,0.675
2013,West Brom,Stoke,0,1,A,0.4533,0.2929,0.2538,0.2538
2013,West Ham,Chelsea,3,1,H,0.236,0.2697,0.4943,0.236
2013,Norwich,Sunderland,2,1,H,0.4505,0.2867,0.2628,0.4505
2013,Newcastle,Wigan,3,0,H,0.4713,0.2773,0.2514,0.4713
2013,Arsenal,West Brom,2,0,H,0.634,0.2196,0.1463,0.634
2013,Aston Villa,Stoke,0,0,D,0.3962,0.2971,0.3067,0.2971
2013,Southampton,Reading,1,0,H,0.498,0.2642,0.2378,0.498
2013,Sunderland,Chelsea,1,3,A,0.2002,0.2716,0.5282,0.5282
2013,Swansea,Norwich,3,4,A,0.5263,0.2632,0.2105,0.2105
2013,Wigan,QPR,2,2,D,0.4135,0.2797,0.3068,0.2797
2013,Everton,Tottenham,2,1,H,0.4751,0.2715,0.2534,0.4751
2013,Man City,Man United,2,3,A,0.4318,0.2714,0.2968,0.2968
2013,West Ham,Liverpool,2,3,A,0.3155,0.2868,0.3977,0.3977
2013,Fulham,Newcastle,2,1,H,0.498,0.2642,0.2378,0.498
2013,Sunderland,Reading,3,0,H,0.4751,0.2715,0.2534,0.4751
2013,Liverpool,Aston Villa,1,3,A,0.6957,0.1992,0.1051,0.1051
2013,Man United,Sunderland,3,1,H,0.7908,0.146,0.0633,0.7908
2013,Newcastle,Man City,1,3,A,0.1736,0.2546,0.5718,0.5718
2013,Norwich,Wigan,2,1,H,0.4303,0.2784,0.2913,0.4303
2013,QPR,Fulham,2,1,H,0.3938,0.278,0.3282,0.3938
2013,Stoke,Everton,1,1,D,0.3067,0.2971,0.3962,0.2971
2013,Tottenham,Swansea,1,0,H,0.5884,0.2383,0.1733,0.5884
2013,West Brom,West Ham,0,0,D,0.4751,0.2715,0.2534,0.2715
2013,Reading,Arsenal,2,5,A,0.1733,0.2383,0.5884,0.5884
2013,Liverpool,Fulham,4,0,H,0.6181,0.2364,0.1455,0.6181
2013,Man City,Reading,1,0,H,0.8316,0.1185,0.0499,0.8316
2013,Newcastle,QPR,1,0,H,0.4509,0.2785,0.2706,0.4509
2013,Southampton,Sunderland,0,1,A,0.4751,0.2715,0.2534,0.2534
2013,Tottenham,Stoke,0,0,D,0.5875,0.2538,0.1586,0.2538
2013,West Brom,Norwich,2,1,H,0.498,0.2642,0.2378,0.498
2013,West Ham,Everton,1,2,A,0.3291,0.2917,0.3792,0.3792
2013,Wigan,Arsenal,0,1,A,0.1995,0.2527,0.5478,0.5478
2013,Chelsea,Aston Villa,8,0,H,0.7152,0.1729,0.1119,0.7152
2013,Swansea,Man United,1,1,D,0.1907,0.2384,0.5709,0.2384
2013,Aston Villa,Tottenham,0,4,A,0.2534,0.2715,0.4751,0.4751
2013,Everton,Wigan,2,1,H,0.6554,0.2097,0.1348,0.6554
2013,Fulham,Southampton,1,1,D,0.5117,0.2629,0.2254,0.2629
2013,Man United,Newcastle,4,3,H,0.7803,0.1465,0.0732,0.7803
2013,Norwich,Chelsea,0,1,A,0.1586,0.2538,0.5875,0.5875
2013,QPR,West Brom,1,2,A,0.4303,0.2784,0.2913,0.2913
2013,Reading,Swansea,0,0,D,0.3256,0.2777,0.3967,0.2777
2013,Stoke,Liverpool,3,1,H,0.2798,0.2973,0.4229,0.2798
2013,Sunderland,Man City,1,0,H,0.1455,0.2364,0.6181,0.1455
2013,Arsenal,Newcastle,7,3,H,0.6554,0.2097,0.1348,0.6554
2013,Aston Villa,Wigan,0,3,A,0.3939,0.2909,0.3152,0.3152
2013,Fulham,Swansea,1,2,A,0.4509,0.2785,0.2706,0.2706
2013,Man United,West Brom,2,0,H,0.7319,0.173,0.0951,0.7319
2013,Norwich,Man City,3,4,A,0.1582,0.2373,0.6045,0.6045
2013,Reading,West Ham,1,0,H,0.3291,0.2917,0.3792,0.3291
2013,Stoke,Southampton,3,3,D,0.5282,0.2716,0.2002,0.2716
2013,Sunderland,Tottenham,1,2,A,0.2706,0.2785,0.4509,0.4509
2013,Everton,Chelsea,1,2,A,0.3306,0.2885,0.3809,0.3809
2013,QPR,Liverpool,0,3,A,0.236,0.2697,0.4943,0.4943
2013,Man City,Stoke,3,0,H,0.7397,0.1735,0.0868,0.7397
2013,Southampton,Arsenal,1,1,D,0.1896,0.2528,0.5576,0.2528
2013,Swansea,Aston Villa,2,2,D,0.6045,0.2373,0.1582,0.2373
2013,Tottenham,Reading,3,1,H,0.7148,0.1901,0.0951,0.7148
2013,West Brom,Fulham,1,2,A,0.4751,0.2715,0.2534,0.2534
2013,West Ham,Norwich,2,1,H,0.4509,0.2785,0.2706,0.4509
2013,Wigan,Man United,0,4,A,0.1575,0.225,0.6176,0.6176
2013,Chelsea,QPR,0,1,A,0.7908,0.146,0.0633,0.0633
2013,Liverpool,Sunderland,3,0,H,0.6776,0.2108,0.1116,0.6776
2013,Newcastle,Everton,1,2,A,0.3182,0.2807,0.4011,0.4011
2013,Aston Villa,Southampton,0,1,A,0.3835,0.2794,0.3372,0.3372
2013,Everton,Swansea,0,0,D,0.6191,0.2314,0.1495,0.2314
2013,Fulham,Wigan,1,1,D,0.4766,0.2791,0.2443,0.2791
2013,Norwich,Newcastle,0,0,D,0.4428,0.2706,0.2865,0.2706
2013,QPR,Tottenham,0,0,D,0.2166,0.2565,0.5269,0.2565
2013,Reading,West Brom,3,2,H,0.3244,0.2863,0.3893,0.3244
2013,Stoke,Chelsea,0,4,A,0.2243,0.2775,0.4981,0.4981
2013,Sunderland,West Ham,3,0,H,0.4094,0.2953,0.2953,0.4094
2013,Arsenal,Man City,0,2,A,0.3716,0.2793,0.3491,0.3491
2013,Man United,Liverpool,2,1,H,0.5109,0.2568,0.2323,0.5109
2013,Chelsea,Southampton,2,2,D,0.7839,0.1508,0.0653,0.1508
2013,Liverpool,Norwich,5,0,H,0.7307,0.1767,0.0926,0.7307
2013,Man City,Fulham,2,0,H,0.7803,0.1501,0.0697,0.7803
2013,Newcastle,Reading,1,2,A,0.5594,0.2448,0.1958,0.1958
2013,Swansea,Stoke,3,1,H,0.4428,0.2865,0.2706,0.4428
2013,West Brom,Aston Villa,2,2,D,0.5594,0.2448,0.1958,0.2448
2013,West Ham,QPR,1,1,D,0.463,0.2778,0.2593,0.2778
2013,Wigan,Sunderland,2,3,A,0.4549,0.2877,0.2574,0.2574
2013,Chelsea,Arsenal,2,1,H,0.498,0.2642,0.2378,0.498
2013,Tottenham,Man United,1,1,D,0.3372,0.2716,0.3912,0.2716
2013,Southampton,Everton,0,0,D,0.2642,0.2718,0.464,0.2718
2013,Arsenal,West Ham,5,1,H,0.6742,0.2044,0.1214,0.6742
2013,Aston Villa,Newcastle,1,2,A,0.3369,0.2873,0.3758,0.3758
2013,QPR,Man City,0,0,D,0.1304,0.2174,0.6522,0.2174
2013,Stoke,Wigan,2,2,D,0.4438,0.2959,0.2604,0.2959
2013,Sunderland,Swansea,0,0,D,0.3893,0.2863,0.3244,0.2863
2013,Arsenal,Liverpool,2,2,D,0.4065,0.2788,0.3147,0.2788
2013,Everton,West Brom,2,1,H,0.6111,0.2385,0.1504,0.6111
2013,Fulham,West Ham,3,1,H,0.443,0.2785,0.2785,0.443
2013,Man United,Southampton,2,1,H,0.7803,0.1501,0.0697,0.7803
2013,Norwich,Tottenham,1,1,D,0.2057,0.2605,0.5338,0.2605
2013,Reading,Chelsea,2,2,D,0.1304,0.2174,0.6522,0.2174
2013,Arsenal,Stoke,1,0,H,0.6757,0.2162,0.1081,0.6757
2013,Everton,Aston Villa,3,3,D,0.6966,0.195,0.1084,0.195
2013,Fulham,Man United,0,1,A,0.1772,0.2321,0.5907,0.5907
2013,Newcastle,Chelsea,3,2,H,0.2432,0.2703,0.4865,0.2432
2013,QPR,Norwich,0,0,D,0.502,0.2719,0.2261,0.2719
2013,Reading,Sunderland,2,1,H,0.3893,0.2863,0.3244,0.3893
2013,West Ham,Swansea,1,0,H,0.4072,0.2874,0.3054,0.4072
2013,Wigan,Southampton,2,2,D,0.443,0.2785,0.2785,0.2785
2013,Man City,Liverpool,2,2,D,0.5331,0.2501,0.2168,0.2501
2013,West Brom,Tottenham,0,1,A,0.2706,0.2865,0.4428,0.4428
2013,Chelsea,Wigan,4,1,H,0.7192,0.1778,0.103,0.7192
2013,Norwich,Fulham,0,0,D,0.425,0.2875,0.2875,0.2875
2013,Southampton,Man City,3,1,H,0.1701,0.2444,0.5855,0.1701
2013,Stoke,Reading,2,1,H,0.51,0.2783,0.2117,0.51
2013,Sunderland,Arsenal,0,1,A,0.2171,0.2714,0.5115,0.5115
2013,Swansea,QPR,4,1,H,0.5338,0.2605,0.2057,0.5338
2013,Tottenham,Newcastle,2,1,H,0.5855,0.2444,0.1701,0.5855
2013,Aston Villa,West Ham,2,1,H,0.3722,0.2879,0.3399,0.3722
2013,Man United,Everton,2,0,H,0.556,0.2495,0.1946,0.556
2013,Liverpool,West Brom,0,2,A,0.6966,0.195,0.1084,0.1084
2013,Liverpool,Swansea,5,0,H,0.6179,0.2205,0.1617,0.6179
2013,Arsenal,Aston Villa,2,1,H,0.7338,0.1775,0.0887,0.7338
2013,Fulham,Stoke,1,0,H,0.4438,0.2959,0.2604,0.4438
2013,Norwich,Everton,2,1,H,0.2567,0.2787,0.4645,0.2567
2013,QPR,Man United,0,2,A,0.139,0.2248,0.6362,0.6362
2013,Reading,Wigan,0,3,A,0.3722,0.2879,0.3399,0.3399
2013,West Brom,Sunderland,2,1,H,0.4766,0.2791,0.2443,0.4766
2013,Man City,Chelsea,2,0,H,0.502,0.2719,0.2261,0.502
2013,Newcastle,Southampton,4,2,H,0.4318,0.2714,0.2968,0.4318
2013,West Ham,Tottenham,2,3,A,0.2701,0.2778,0.4522,0.4522
2013,Chelsea,West Brom,1,0,H,0.6966,0.195,0.1084,0.6966
2013,Everton,Reading,3,1,H,0.7072,0.1952,0.0976,0.7072
2013,Man United,Norwich,4,0,H,0.7338,0.1775,0.0887,0.7338
2013,Southampton,QPR,1,2,A,0.5269,0.2565,0.2166,0.2166
2013,Stoke,West Ham,0,1,A,0.4547,0.3008,0.2444,0.2444
2013,Sunderland,Fulham,2,2,D,0.4074,0.2963,0.2963,0.2963
2013,Swansea,Newcastle,1,0,H,0.4666,0.2722,0.2613,0.4666
2013,Wigan,Liverpool,0,4,A,0.2159,0.259,0.5251,0.5251
2013,Tottenham,Arsenal,2,1,H,0.4262,0.2723,0.3016,0.4262
2013,Aston Villa,Man City,0,1,A,0.127,0.2116,0.6614,0.6614
2013,Norwich,Southampton,0,0,D,0.3893,0.2863,0.3244,0.2863
2013,QPR,Sunderland,3,1,H,0.4339,0.2871,0.2789,0.4339
2013,Reading,Aston Villa,1,2,A,0.3983,0.287,0.3148,0.3148
2013,West Brom,Swansea,2,1,H,0.3987,0.296,0.3053,0.3987
2013,Liverpool,Tottenham,3,2,H,0.4998,0.2565,0.2437,0.4998
2013,Newcastle,Stoke,2,1,H,0.5331,0.2637,0.2032,0.5331
2013,Aston Villa,QPR,3,2,H,0.425,0.2875,0.2875,0.425
2013,Everton,Man City,2,0,H,0.2509,0.2718,0.4773,0.2509
2013,Man United,Reading,1,0,H,0.8392,0.1091,0.0517,0.8392
2013,Southampton,Liverpool,3,1,H,0.2323,0.2568,0.5109,0.2323
2013,Stoke,West Brom,0,0,D,0.39,0.2955,0.3145,0.2955
2013,Swansea,Arsenal,0,2,A,0.2871,0.2789,0.4339,0.4339
2013,Chelsea,West Ham,2,0,H,0.6966,0.195,0.1084,0.6966
2013,Sunderland,Norwich,1,1,D,0.4766,0.2791,0.2443,0.2791
2013,Tottenham,Fulham,0,1,A,0.6522,0.2174,0.1304,0.1304
2013,Wigan,Newcastle,2,1,H,0.425,0.2875,0.2875,0.425
2013,Arsenal,Reading,4,1,H,0.7839,0.1508,0.0653,0.7839
2013,Everton,Stoke,1,0,H,0.6204,0.2497,0.1299,0.6204
2013,Man City,Newcastle,4,0,H,0.7338,0.1775,0.0887,0.7338
2013,Southampton,Chelsea,2,1,H,0.2785,0.2785,0.443,0.2785
2013,Sunderland,Man United,0,1,A,0.163,0.2444,0.5926,0.5926
2013,Swansea,Tottenham,1,2,A,0.2875,0.2875,0.425,0.425
2013,West Ham,West Brom,3,1,H,0.425,0.2875,0.2875,0.425
2013,Wigan,Norwich,1,0,H,0.502,0.2719,0.2261,0.502
2013,Aston Villa,Liverpool,1,2,A,0.1958,0.2448,0.5594,0.5594
2013,Fulham,QPR,3,2,H,0.4865,0.2703,0.2432,0.4865
2013,Norwich,Swansea,2,2,D,0.3698,0.2948,0.3354,0.2948
2013,Reading,Southampton,0,2,A,0.2956,0.2709,0.4335,0.4335
2013,Stoke,Aston Villa,1,3,A,0.4667,0.2883,0.245,0.245
2013,West Brom,Arsenal,1,2,A,0.2375,0.2632,0.4993,0.4993
2013,Chelsea,Sunderland,2,1,H,0.7165,0.1949,0.0886,0.7165
2013,Liverpool,West Ham,0,0,D,0.7151,0.1768,0.1081,0.1768
2013,Newcastle,Fulham,1,0,H,0.4645,0.2787,0.2567,0.4645
2013,QPR,Wigan,1,1,D,0.4111,0.2878,0.3011,0.2878
2013,Tottenham,Everton,2,2,D,0.4428,0.2865,0.2706,0.2865
2013,Man United,Man City,1,2,A,0.4248,0.2791,0.2961,0.2961
2013,Arsenal,Norwich,3,1,H,0.7803,0.1501,0.0697,0.7803
2013,Aston Villa,Fulham,1,1,D,0.4248,0.2961,0.2791,0.2961
2013,Everton,QPR,2,0,H,0.6742,0.2044,0.1214,0.6742
2013,Reading,Liverpool,0,0,D,0.1219,0.2054,0.6727,0.2054
2013,Southampton,West Ham,1,1,D,0.5091,0.2593,0.2315,0.2593
2013,Newcastle,Sunderland,0,3,A,0.5024,0.2799,0.2177,0.2177
2013,Stoke,Man United,0,2,A,0.1395,0.2503,0.6102,0.6102
2013,Arsenal,Everton,0,0,D,0.556,0.2495,0.1946,0.2495
2013,Fulham,Chelsea,0,3,A,0.2045,0.2557,0.5398,0.5398
2013,Man City,Wigan,1,0,H,0.7803,0.1501,0.0697,0.7803
